UID2021,UTMX,UTMY,LatinName,CommonName,SpeciesID,PositionSt,lat,long
337,454038.66,4942386.03,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63336073,-63.57946876
338,454037.82,4942390.52,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.6334011,-63.57947975
339,454035.62,4942392.96,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63342292,-63.5795077
340,454014.6,4942380.72,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63331139,-63.57977161
341,454008.27,4942373.35,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63324464,-63.57985075
342,454004.76,4942378.68,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.6332924,-63.57989548
343,453994.9,4942366.57,Tilia cordata,Basswood,116,Check position,44.63318275,-63.5800187
344,453990.47,4942369.78,Malus sp.,Flowering Crab,77,Check position,44.63321137,-63.58007484
345,453981.7,4942373.15,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63324114,-63.5801857
346,453967.51,4942363.04,Juniperus virginiana ?,Juniper,62,Good - Ground Truthed,44.63314922,-63.58036369
347,454175.28,4942077.16,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.630589,-63.57771879
348,454175.74,4942063.09,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63046237,-63.57771173
349,454177.74,4942053.41,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63037535,-63.57768566
350,454179.36,4942045,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63029975,-63.57766448
351,454180.57,4942039.29,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63024843,-63.57764872
352,454181.49,4942034.21,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63020275,-63.57763667
353,454181.98,4942031.96,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63018253,-63.57763029
354,454182.66,4942027.65,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63014377,-63.57762133
355,454182.38,4942024.05,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63011135,-63.57762454
356,454180.12,4942023.97,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63011049,-63.57765302
357,454177.73,4942023.46,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63010574,-63.57768311
358,454172.97,4942022.72,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63009878,-63.57774305
359,454164.21,4942023.77,Sorbus aucuparia,Mountain Ash,110,Good - Ground Truthed,44.63010767,-63.57785357
360,454160.21,4942025.15,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63011984,-63.57790412
361,454155.74,4942022.32,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63009408,-63.57796022
362,454155.67,4942020.76,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63008003,-63.57796096
363,454148.61,4942021.02,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63008192,-63.57804999
364,454144.97,4942020.91,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.6300807,-63.57809587
365,454142.43,4942022,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63009035,-63.57812798
366,454141.55,4942025.55,Quercus robur,English Oak,102,Good - Ground Truthed,44.63012225,-63.57813939
367,454141.72,4942020.28,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63007482,-63.57813678
368,454137.92,4942024.01,Betula alleghaniensis*,Yellow Birch,19,Good - Ground Truthed,44.63010815,-63.57818502
369,454134.21,4942023.98,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63010765,-63.57823179
370,454134.35,4942018.4,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63005742,-63.57822952
371,454132.33,4942024.41,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.6301114,-63.57825552
372,454131.54,4942024.92,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63011594,-63.57826553
373,454130.62,4942022.98,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63009842,-63.57827695
374,454131.22,4942017.39,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63004813,-63.57826889
375,454128.99,4942021.32,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63008337,-63.57829735
376,454130.06,4942016.77,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63004248,-63.57828346
377,454126.11,4942022.73,Betula alleghaniensis*,Yellow Birch,19,Good - Ground Truthed,44.63009588,-63.57833379
378,454115.83,4942019.87,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63006947,-63.57846312
379,454114.01,4942019.5,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63006603,-63.57848603
380,454108.79,4942028.31,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.630145,-63.57855263
381,454109.36,4942020.34,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63007329,-63.57854473
382,454109.78,4942014.6,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63002165,-63.57853892
383,454102.54,4942015.52,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63002947,-63.57863027
384,454103,4942018.43,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63005569,-63.57862473
385,454104.2,4942023.41,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.6301006,-63.57861005
386,454103.26,4942025.86,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63012259,-63.57862212
387,454099.13,4942026.5,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63012809,-63.57867424
388,454096.02,4942027.06,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63013293,-63.5787135
389,454098.31,4942027.75,Betula alleghaniensis*,Yellow Birch,19,Good - Ground Truthed,44.63013929,-63.57868469
390,454097.12,4942026.12,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63012454,-63.57869955
391,454098.21,4942015.21,Betula alleghaniensis*,Yellow Birch,19,Good - Ground Truthed,44.6300264,-63.57868483
392,454098.39,4942012.87,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63000535,-63.57868235
393,454095.43,4942014.98,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63002415,-63.57871986
394,454093.37,4942018.92,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63005949,-63.57874618
395,454090.73,4942018.43,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63005491,-63.57877941
396,454089.19,4942014.83,Ulmus glabra,Elm,121,Good - Ground Truthed,44.6300224,-63.57879851
397,454084.11,4942021.03,Sorbus aucuparia,Mountain Ash,110,Good - Ground Truthed,44.63007789,-63.5788631
398,454084.29,4942022.61,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63009213,-63.57886097
399,454080.6,4942023.01,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63009549,-63.57890753
400,454076.86,4942019.63,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63006482,-63.57895437
401,454077.48,4942022.28,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63008872,-63.57894679
402,454073.37,4942018.07,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63005056,-63.57899823
403,454077.62,4942010.98,Ulmus glabra,Elm,121,Good - Ground Truthed,44.62998701,-63.57894402
404,454074.96,4942011.48,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.62999134,-63.5789776
405,454075.41,4942010.16,Ulmus glabra,Elm,121,Good - Ground Truthed,44.62997948,-63.5789718
406,454069.18,4942007.86,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.62995838,-63.57905014
407,454061.65,4942007.83,Tilia cordata,Basswood,116,Good - Ground Truthed,44.62995763,-63.57914506
408,454054.8,4942009.39,Ulmus glabra,Elm,121,Good - Ground Truthed,44.62997123,-63.57923155
409,454052.84,4942012.42,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.62999838,-63.57925653
410,454054.07,4942018.72,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63005518,-63.57924159
411,454048.16,4942018.57,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63005345,-63.57931608
412,454046.8,4942012.42,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.629998,-63.57933267
413,454045.1,4942013.02,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63000329,-63.57935416
414,454047.28,4942005.64,Quercus robur,English Oak,102,Good - Ground Truthed,44.629937,-63.57932602
415,454036.9,4942007.52,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.62995326,-63.57945704
416,454036.23,4942012.13,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.62999471,-63.5794659
417,454035.54,4942017.24,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63004067,-63.57947505
418,454035.16,4942023.85,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63010015,-63.57948044
419,454028.74,4942020.74,Tsuga canadensis ?,Eastern Hemlock,118,Good - Ground Truthed,44.63007174,-63.57956109
420,454018.69,4942005.98,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.62993823,-63.57968646
421,454011.06,4942007.4,Acer rubrum,Red Maple,8,Check if still extant,44.62995052,-63.57978278
422,454010.25,4942012.08,Betula papyrifera,White Birch,22,Check if still extant,44.6299926,-63.57979341
423,454007.88,4942014.56,Betula papyrifera,White Birch,22,Check if still extant,44.63001477,-63.57982351
424,454002.29,4942018.22,Betula papyrifera,White Birch,22,Check if still extant,44.63004736,-63.5798943
425,453999.4,4942022.42,Quercus rubra,Red Oak,103,Check if still extant,44.63008499,-63.57993111
426,454000.31,4942030.16,Acer rubrum,Red Maple,8,Check if still extant,44.63015472,-63.57992034
427,453995.55,4942027.18,Quercus rubra,Red Oak,103,Check if still extant,44.63012759,-63.57998007
428,453996.49,4942019.96,Quercus rubra,Red Oak,103,Check if still extant,44.63006265,-63.57996758
429,453997.64,4942014.18,Acer rubrum,Red Maple,8,Check if still extant,44.6300107,-63.57995256
430,453998.06,4942005.21,Quercus rubra,Red Oak,103,Check if still extant,44.62992998,-63.57994646
431,453991.62,4942003.84,Quercus rubra,Red Oak,103,Check if still extant,44.62991723,-63.58002753
432,453979.68,4942001.2,Quercus rubra,Red Oak,103,Check if still extant,44.6298927,-63.58017781
433,453983.42,4942007.16,Aesculus carnea var. Briottii,Red Horse-chestnut,12,Check if still extant,44.62994659,-63.5801312
434,453973.06,4942018.39,Liriodendron tulipifera,Tulip Tree,66,Check if still extant,44.63004702,-63.5802628
435,453986.28,4942030.89,Laburnum watereri,Golden Chain Tree,63,Check if still extant,44.63016039,-63.58009727
436,453965.71,4942032.12,Quercus rubra,Red Oak,103,Check if still extant,44.63017015,-63.58035669
437,453961.25,4942041.88,Carpinus caroliniana,Hornbeam,25,Check if still extant,44.63025772,-63.58041379
438,453954.84,4942039.17,Pyrus calleryana,Callery Pear,101,Check if still extant,44.63023292,-63.58049436
439,453944.25,4942034.96,Sorbus aucuparia,Mountain Ash,110,Check if still extant,44.63019434,-63.58062748
440,453959.61,4942024.39,Quercus rubra,Red Oak,103,Check if still extant,44.63010017,-63.5804329
441,453969.57,4942008.68,Quercus rubra,Red Oak,103,Check if still extant,44.62995939,-63.58030593
442,453962.62,4942006.45,Quercus rubra,Red Oak,103,Check if still extant,44.62993887,-63.58039334
443,453960.5,4941997.54,Quercus rubra,Red Oak,103,Check if still extant,44.62985852,-63.58041927
444,453953.82,4941993.96,Quercus rubra,Red Oak,103,Check if still extant,44.62982587,-63.58050316
445,453954.07,4941984.5,Pinus strobus,White Pine,94,Check if still extant,44.62974073,-63.58049916
446,453950.7,4941986.51,Picea rubra?,Red Spruce,90,Check if still extant,44.6297586,-63.58054182
447,453944.86,4941989.49,Picea rubra?,Red Spruce,90,Check if still extant,44.62978506,-63.58061571
448,453940.64,4942000.33,Quercus rubra,Red Oak,103,Check if still extant,44.62988237,-63.58066988
449,453938.72,4942002.64,Acer platanoides,Norway Maple,5,Check if still extant,44.62990304,-63.58069429
450,453940.31,4942036.94,Acer platanoides,Norway Maple,5,Check if still extant,44.63021191,-63.58067733
451,453933.42,4942037.27,Pinus strobus,White Pine,94,Check if still extant,44.63021444,-63.58076422
452,453932.83,4942035.45,Tilia cordata,Basswood,116,Check if still extant,44.63019802,-63.58077149
453,453933.76,4942029.33,Acer rubrum,Red Maple,8,Check if still extant,44.63014299,-63.58075922
454,453928.83,4942028.47,Pinus strobus,White Pine,94,Check if still extant,44.63013493,-63.58082129
455,453924.63,4942031.11,Quercus rubra,Red Oak,103,Check if still extant,44.63015842,-63.58087447
456,453922.29,4942043.43,Pinus strobus,White Pine,94,Check if still extant,44.63026918,-63.58090508
457,453920.1,4942040.22,Pinus strobus,White Pine,94,Check if still extant,44.63024014,-63.5809324
458,453917.13,4942035.64,Pinus strobus,White Pine,94,Check if still extant,44.63019872,-63.58096943
459,453910.66,4942029.51,Acer palmatum,Japanese Maple,1,Check if still extant,44.63014312,-63.58105044
460,453915.48,4942027.75,Amelanchier laevis*,Serviceberry or Juneberry,16,Check if still extant,44.63012759,-63.58098952
461,453922.29,4942029.56,Pinus strobus,White Pine,94,Check if still extant,44.63014432,-63.58090383
462,453916.52,4942027.69,Tsuga canadensis ?,Eastern Hemlock,118,Check if still extant,44.63012712,-63.5809764
463,453917.58,4942022.49,Tilia cordata,Basswood,116,Check if still extant,44.63008037,-63.58096257
464,453922.66,4941996.12,Quercus rubra,Red Oak,103,Check if still extant,44.62984332,-63.58089617
465,453926.26,4941992.42,Quercus rubra,Red Oak,103,Check if still extant,44.62981024,-63.58085045
466,453921.87,4941988.68,Quercus rubra,Red Oak,103,Check if still extant,44.62977629,-63.58090546
467,453930.5,4941989.54,Pinus strobus,White Pine,94,Check if still extant,44.62978459,-63.58079674
468,453927.71,4941993.42,Pinus strobus,White Pine,94,Check if still extant,44.62981933,-63.58083226
469,453928.28,4941996.13,Quercus rubra,Red Oak,103,Check if still extant,44.62984377,-63.58082532
470,453925.95,4941989.26,Acer rubrum,Red Maple,8,Check if still extant,44.62978177,-63.58085408
471,453924.19,4941988.24,Quercus rubra,Red Oak,103,Check if still extant,44.62977248,-63.58087617
472,453917.45,4941992.23,Tilia cordata,Basswood,116,Check if still extant,44.62980796,-63.5809615
473,453910.22,4941993.74,Tilia cordata,Basswood,116,Good - Ground Truthed,44.62982109,-63.58105278
474,453910.85,4941989.1,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.62977936,-63.58104442
475,453904.44,4941990.55,Pinus sylvestris,Scotts Pine,95,Good - Ground Truthed,44.62979201,-63.58112535
476,453903.26,4941993.2,Pinus sylvestris,Scotts Pine,95,Good - Ground Truthed,44.62981579,-63.58114047
477,453901.07,4941989.83,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.62978531,-63.58116777
478,453893.64,4941988.75,Tilia cordata,Basswood,116,Good - Ground Truthed,44.62977511,-63.58126134
479,453836.6,4942034.22,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63018077,-63.58198449
480,453844.02,4942041.82,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63024966,-63.58189164
481,453836.78,4942045.25,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63028007,-63.58198322
482,453834.81,4942048.65,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63031056,-63.58200836
483,453828.82,4942051.8,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63033853,-63.58208415
484,453833.95,4942055.33,Picea pungens,Blue Spruce,89,Good - Ground Truthed,44.63037063,-63.5820198
485,453826.3,4942059.5,Picea pungens,Blue Spruce,89,Good - Ground Truthed,44.63040768,-63.58211662
486,453824.27,4942063.37,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63044239,-63.58214255
487,453826.35,4942071.39,Pinus sylvestris,Scotts Pine,95,Good - Ground Truthed,44.63051472,-63.58211705
488,453830.08,4942071.38,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63051487,-63.58207003
489,453838.25,4942076.3,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63055968,-63.58196748
490,453831.06,4942080.28,Tilia cordata,Basswood,116,Good - Ground Truthed,44.63059505,-63.58205848
491,453837.37,4942078.93,Tilia cordata,Basswood,116,Good - Ground Truthed,44.6305833,-63.58197881
492,453837.83,4942065.91,Acer palmatum,Japanese Maple,1,Good - Ground Truthed,44.63046612,-63.58197184
493,453839.56,4942064.92,Chamaecyparus sp.,Cypress,33,Good - Ground Truthed,44.63045732,-63.58194994
494,453842.07,4942057.85,Chamaecyparus sp.,Cypress,33,Good - Ground Truthed,44.63039384,-63.58191766
495,453849.04,4942044.37,Pinus strobus,White Pine,94,Good - Ground Truthed,44.63027294,-63.58182858
496,454076.29,4942023.9,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63010323,-63.57896194
497,454071.19,4942017.13,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63004196,-63.57902563
498,0,0,,,0,,,
499,453914.21,4942351.75,,,0,Need species ID,44.63304417,-63.58103463
500,453905.71,4942349.06,,,0,Need species ID,44.63301941,-63.58114155
501,453896.86,4942345.94,,,0,Need species ID,44.63299076,-63.58125284
502,454024.22,4942320.58,,,0,Need species ID,44.63277063,-63.57964494
503,454021.71,4942328.88,,,0,Need species ID,44.63284518,-63.57967733
504,454019.55,4942336.11,,,0,Need species ID,44.63291013,-63.5797052
505,454016.8,4942344.84,,,0,Need species ID,44.63298854,-63.57974066
506,454012.68,4942358.19,,,0,Need species ID,44.63310845,-63.57979379
507,454010.51,4942365.66,,,0,Need species ID,44.63317556,-63.57982182
508,454011.81,4942383.98,,,0,Need species ID,44.63334056,-63.57980707
509,454060.92,4942400.25,,,0,Need species ID,44.63349017,-63.5791894
510,454103.68,4942407.21,,,0,Need species ID,44.63355555,-63.57865094
511,454098.77,4942401.37,,,0,Need species ID,44.63350267,-63.57871232
512,454099.17,4942396.78,,,0,Need species ID,44.63346137,-63.57870686
513,454104.06,4942389.28,,,0,Need species ID,44.63339417,-63.57864454
514,454107.01,4942384.96,,,0,Need species ID,44.63335547,-63.57860697
515,454114.4,4942378,,,0,Need species ID,44.63329329,-63.57851318
516,454122.56,4942377.21,,,0,Need species ID,44.6332867,-63.57841023
517,454134.13,4942381.38,,,0,Need species ID,44.63332497,-63.57826474
518,454128.64,4942381.85,,,0,Need species ID,44.63332885,-63.578334
519,454123.99,4942384.82,,,0,Need species ID,44.63335529,-63.57839288
520,454139.63,4942407.21,,,0,Need species ID,44.63355785,-63.57819771
521,454138.46,4942400.39,,,0,Need species ID,44.63349638,-63.57821185
522,454135.34,4942403.02,,,0,Need species ID,44.63351986,-63.57825142
523,454121.6,4942402.49,,,0,Need species ID,44.63351421,-63.5784246
524,454083.58,4942382.31,,,0,Need species ID,44.63333012,-63.57890211
525,454085.68,4942375.77,,,0,Need species ID,44.63327138,-63.57887505
526,454086.48,4942364.42,,,0,Need species ID,44.63316926,-63.57886395
527,454086.1,4942357.47,,,0,Need species ID,44.63310667,-63.57886812
528,454082.58,4942343.82,,,0,Need species ID,44.63298357,-63.57891128
529,454083.21,4942339.63,,,0,Need species ID,44.63294589,-63.57890296
530,454113.7,4942313.03,,,0,Need species ID,44.63270838,-63.57851619
531,454118.24,4942312.66,,,0,Need species ID,44.63270534,-63.57845892
532,454068.63,4942315.52,,,0,Need species ID,44.63272792,-63.57908461
533,454063.9,4942313.96,,,0,Need species ID,44.63271357,-63.5791441
534,454060.05,4942312.74,,,0,Need species ID,44.63270234,-63.57919253
535,453916.71,4942268.92,,,0,Need species ID,44.63229869,-63.58099567
536,453918.16,4942271.12,,,0,Need species ID,44.63231859,-63.58097759
537,453915.95,4942274.46,,,0,Need species ID,44.63234852,-63.58100575
538,453914.66,4942273.72,,,0,Need species ID,44.63234177,-63.58102195
539,453912.04,4942270.11,,,0,Need species ID,44.63230911,-63.58105465
540,453910.25,4942270.81,,,0,Need species ID,44.63231529,-63.58107728
541,453909.98,4942270.53,,,0,Need species ID,44.63231275,-63.58108066
542,453909.09,4942269.53,,,0,Need species ID,44.6323037,-63.58109179
543,453918.25,4942257.96,,,0,Need species ID,44.63220013,-63.58097528
544,453923.98,4942250.18,,,0,Need species ID,44.63213046,-63.58090234
545,453919.01,4942244.07,,,0,Need species ID,44.63207514,-63.58096445
546,453934.51,4942183.95,,,0,Need species ID,44.63153493,-63.58076364
547,453934.26,4942174.09,,,0,Need species ID,44.63144615,-63.58076591
548,453922.87,4942170.5,,,0,Need species ID,44.63141311,-63.58090918
549,453919.1,4942163.6,,,0,Need species ID,44.63135075,-63.58095608
550,453914.6,4942158.21,,,0,Need species ID,44.63130194,-63.58101233
551,453914.3,4942162.72,,,0,Need species ID,44.63134252,-63.58101652
552,453911.39,4942147.51,,,0,Need species ID,44.63120541,-63.58105184
553,453907.3,4942146.47,,,0,Need species ID,44.63119579,-63.5811033
554,453900.79,4942151.83,,,0,Need species ID,44.63124362,-63.58118586
555,453891.35,4942153.93,,,0,Need species ID,44.63126192,-63.58130505
556,453886.47,4942153.7,,,0,Need species ID,44.63125954,-63.58136655
557,453885.86,4942148.26,,,0,Need species ID,44.63121053,-63.58137375
558,453933.27,4942138.76,,,0,Need species ID,44.63112805,-63.58077522
559,453928.49,4942144.76,,,0,Need species ID,44.63118175,-63.58083602
560,453932.67,4942120.67,,,0,Need species ID,44.63096516,-63.58078116
561,453944.03,4942172.34,,,0,Need species ID,44.63143103,-63.58064259
562,453945.18,4942162.86,,,0,Need species ID,44.63134576,-63.58062724
563,453946.22,4942155.62,,,0,Need species ID,44.63128065,-63.58061348
564,453949.78,4942147.88,,,0,Need species ID,44.63121121,-63.5805679
565,453957.4,4942135.47,,,0,Need species ID,44.63109998,-63.58047073
566,453960.96,4942127.59,,,0,Need species ID,44.63102927,-63.58042514
567,453963.07,4942120.89,,,0,Need species ID,44.63096909,-63.58039794
568,453854.94,4942123.02,,,0,Need species ID,44.63098133,-63.58176128
569,453839.97,4942118.32,,,0,Need species ID,44.63093806,-63.58194958
570,453841.47,4942145.11,,,0,Need species ID,44.63117932,-63.58193308
571,453835.21,4942165.13,,,0,Need species ID,44.63135914,-63.5820138
572,453829.07,4942182.41,,,0,Need species ID,44.6315143,-63.58209275
573,453821.08,4942182.11,,,0,Need species ID,44.63151109,-63.58219346
574,453840.83,4942187.25,,,0,Need species ID,44.63155863,-63.58194494
575,453795.87,4942176.81,,,0,Need species ID,44.63146175,-63.58251079
576,453800.27,4942170.85,,,0,Need species ID,44.63140839,-63.58245479
577,453806.88,4942160.38,,,0,Need species ID,44.63131456,-63.58237051
578,453811.48,4942151.5,,,0,Need species ID,44.63123492,-63.58231172
579,453813.75,4942143.23,,,0,Need species ID,44.63116062,-63.58228236
580,453815.14,4942128.74,,,0,Need species ID,44.63103027,-63.58226354
581,453816,4942111.96,,,0,Need species ID,44.63087927,-63.58225118
582,454106.22,4942018,,,0,Need species ID,44.63005203,-63.5785841
583,454101.31,4942019.34,,,0,Need species ID,44.63006378,-63.57864612
584,454073.45,4942010.33,,,0,Need species ID,44.62998089,-63.57899653
585,454071.73,4942012.55,,,0,Need species ID,44.63000076,-63.57901841
586,453952.15,4942241.2,,,0,Need species ID,44.63205143,-63.5805464
587,453953.45,4942235.56,,,0,Need species ID,44.63200074,-63.5805295
588,453814.94,4942104.48,Pinus nigra,Austrian Pine,92,Good - Ground Truthed,44.63081186,-63.58226387
589,453815.76,4942101.83,Pinus nigra,Austrian Pine,92,Good - Ground Truthed,44.63078806,-63.5822533
590,453816.15,4942100.73,Pinus nigra,Austrian Pine,92,Good - Ground Truthed,44.63077818,-63.58224828
591,453816.5,4942099.71,Pinus nigra,Austrian Pine,92,Good - Ground Truthed,44.63076902,-63.58224378
